fixed_costs,variable_cost_per_unit,price_per_unit,units_sold,marketing_spend,employee_count,total_revenue,total_costs,profit_or_loss,status
8082,20.1,97.48,2164,12917,99,210946.72,113995.4,96951.32,Profit
6395,48.92,56.32,3015,3532,12,169804.8,163420.8,6384,Profit
16407,44.31,106.8,2711,11505,52,289534.8,174036.41,115498.39,Profit
19642,19.82,44.12,652,4403,185,28766.24,129467.64,-100701.4,Loss
12094,31.45,87.64,1115,12751,46,97718.6,82911.75,14806.85,Profit
1650,43.13,138.86,1889,4170,104,262306.54,139292.57,123013.97,Profit
6741,24.86,112.89,2481,19220,44,280080.09,109638.66,170441.43,Profit
14281,5.81,46.86,1015,3823,152,47562.9,100001.15,-52438.25,Loss
7838,8.35,38.21,1787,7620,9,68281.27,34879.45,33401.82,Profit
19971,27.97,52.18,534,8359,140,27864.12,113265.98,-85401.86,Loss
4262,48.62,102.34,4184,599,100,428190.56,258287.08,169903.48,Profit
18722,36.19,48.5,60,4156,137,2910,93549.4,-90639.4,Loss
5996,8.19,63.57,4769,13209,103,303165.33,109763.11,193402.22,Profit
12826,13.52,14.65,4554,7286,110,66716.1,136682.08,-69965.98,Loss
3827,39.71,72.77,2077,1193,116,151143.29,145497.67,5645.62,Profit
15211,42.86,65.63,3414,8709,22,224060.82,181244.04,42816.78,Profit
6232,32.8,129.95,3137,4209,145,407653.15,185834.6,221818.55,Profit
3217,34,107,3088,19654,161,330416,208363,122053,Profit
15232,6.28,41.9,654,17914,175,27402.6,124753.12,-97350.52,Loss
15026,42.28,52.47,1018,15343,88,53414.46,117410.04,-63995.58,Loss
14878,40.47,92.63,4310,4709,143,399235.3,265512.7,133722.6,Profit
7837,16.66,38.79,486,15346,33,18851.94,47779.76,-28927.82,Loss
8031,36.89,91,2824,18503,15,256984,138211.36,118772.64,Profit
15806,14.67,98.37,1859,10588,27,182869.83,67165.53,115704.3,Profit
4716,6.81,68.77,4959,19400,189,341030.43,152386.79,188643.64,Profit
4414,14.05,77.8,2819,12880,196,219318.2,154900.95,64417.25,Profit
18832,13.04,67.6,1879,10207,112,127020.4,109541.16,17479.24,Profit
1570,20.2,113,342,18009,82,38646,67487.4,-28841.4,Loss
14288,23.83,117.09,4001,7406,48,468477.09,141037.83,327439.26,Profit
19889,27.88,79.64,511,16395,8,40696.04,54530.68,-13834.64,Loss
1917,26.45,57.72,3934,19920,134,227070.48,192891.3,34179.18,Profit
11066,17.18,63.68,3283,19410,191,209061.44,182377.94,26683.5,Profit
7982,6.31,25.78,2141,15712,118,55194.98,96203.71,-41008.73,Loss
7336,32.23,96.23,3986,14823,84,383572.78,192627.78,190945,Profit
19062,22.81,73.32,2989,666,2,219153.48,88907.09,130246.39,Profit
17999,18.44,29.67,4856,7848,150,144077.52,190391.64,-46314.12,Loss
10941,44.01,64.58,138,1075,118,8912.04,77089.38,-68177.34,Loss
13380,38.6,87.08,1713,7671,21,149168.04,97672.8,51495.24,Profit
12667,43.6,132.47,3351,16248,134,443906.97,242018.6,201888.37,Profit
5529,27.27,84.34,2770,3843,123,233621.8,146409.9,87211.9,Profit
18519,10.89,79.36,2987,18702,96,237048.32,117749.43,119298.89,Profit
13192,36.33,70.89,471,9847,198,33389.19,139150.43,-105761.24,Loss
9566,14.27,71.84,3799,10227,13,272920.16,80504.73,192415.43,Profit
8226,24.86,70.15,4483,11425,1,314482.45,131598.38,182884.07,Profit
6162,7.93,74.18,315,8479,150,23366.7,92138.95,-68772.25,Loss
17590,42.14,48.15,2900,9654,117,139635,207950,-68315,Loss
2319,10.67,60.51,1428,5909,152,86408.28,99464.76,-13056.48,Loss
2141,45.64,75.94,1864,5041,64,141552.16,124254.96,17297.2,Profit
5627,43.89,77.18,2314,18398,169,178594.52,210086.46,-31491.94,Loss
15501,25.91,122.04,4466,1567,150,545030.64,207782.06,337248.58,Profit
3690,38.5,57.59,899,17765,61,51773.41,86566.5,-34793.09,Loss
8323,32.88,64.69,4864,7409,108,314652.16,229660.32,84991.84,Profit
4255,41.14,92.62,3786,14736,12,350659.32,180747.04,169912.28,Profit
6213,24.43,110.87,1041,11429,90,115415.67,88073.63,27342.04,Profit
5108,40.36,82.61,3814,8792,132,315074.54,233833.04,81241.5,Profit
19241,25.81,100.45,1858,15819,83,186636.1,124514.98,62121.12,Profit
10802,47.34,133.12,3324,3316,128,442490.88,235476.16,207014.72,Profit
12413,26.89,58.58,766,6911,140,44872.28,109921.74,-65049.46,Loss
15995,25.82,65.7,945,16221,33,62086.5,73115.9,-11029.4,Loss
13583,40.33,76.63,1226,17291,149,93948.38,154818.58,-60870.2,Loss
6021,41.97,125.42,3803,7704,128,476972.26,237336.91,239635.35,Profit
19771,29.95,35.34,1826,19399,100,64530.84,143858.7,-79327.86,Loss
7582,13.09,44.62,2854,2239,106,127345.48,100179.86,27165.62,Profit
14455,26.05,94.31,3442,4552,72,324615.02,144671.1,179943.92,Profit
14117,48.56,105.54,1509,17142,74,159259.86,141536.04,17723.82,Profit
19950,38.88,83.07,2593,6286,96,215400.51,175051.84,40348.67,Profit
18359,41.5,95.95,4687,12513,92,449717.65,271382.5,178335.15,Profit
2262,6.48,27.04,4780,13096,74,129251.2,83332.4,45918.8,Profit
8382,26.05,69.69,3603,5220,72,251093.07,143460.15,107632.92,Profit
4327,34.1,84.77,1399,14945,180,118593.23,156977.9,-38384.67,Loss
19643,42.35,132.57,3036,4226,175,402482.52,239943.6,162538.92,Profit
11020,7.22,34.04,3380,1178,59,115055.2,66101.6,48953.6,Profit
18641,43.36,130.28,4843,13529,175,630946.04,329662.48,301283.56,Profit
17848,29.68,94.46,2172,9598,56,205167.12,119910.96,85256.16,Profit
15062,13.88,16.89,3678,8959,13,62121.42,81571.64,-19450.22,Loss
7774,19.28,92.02,547,6626,172,50334.94,110946.16,-60611.22,Loss
16160,17.69,22.21,3537,13727,35,78556.77,109956.53,-31399.76,Loss
2230,28.89,128.63,771,5406,119,99173.73,89410.19,9763.54,Profit
10076,7.33,94.72,1413,8398,115,133839.36,86331.29,47508.07,Profit
4805,12.13,42.57,357,18084,157,15197.49,105719.41,-90521.92,Loss
15715,41.57,68.05,2801,14939,56,190608.05,175091.57,15516.48,Profit
6750,10.97,49.73,933,1616,133,46398.09,85101.01,-38702.92,Loss
16627,15.5,51.76,1314,6844,195,68012.64,141338,-73325.36,Loss
14232,25.4,63.26,4398,9590,53,278217.48,162031.2,116186.28,Profit
4135,28.27,60.78,2494,13712,101,151585.32,138852.38,12732.94,Profit
7953,39.36,101.85,3083,14578,120,314003.55,203877.88,110125.67,Profit
2546,25.13,42.39,1102,11336,60,46713.78,71575.26,-24861.48,Loss
16457,40.54,125.29,543,17942,105,68032.47,108912.22,-40879.75,Loss
18478,32.83,114.26,2071,17571,134,236632.46,171039.93,65592.53,Profit
3411,10.09,58.26,1797,8652,176,104693.22,118194.73,-13501.51,Loss
15113,12.03,97.45,3352,9479,106,326652.4,117916.56,208735.84,Profit
5145,24.67,50.14,2329,13186,80,116776.06,115787.43,988.63,Profit
3775,22.86,25.6,981,11336,163,25113.6,119036.66,-93923.06,Loss
14193,38.46,100.76,1975,10856,146,199001,174007.5,24993.5,Profit
13851,31.13,77.46,806,8895,11,62432.76,53336.78,9095.98,Profit
14070,22.47,79.62,1104,2991,51,87900.48,67367.88,20532.6,Profit
4970,12.68,102.71,3980,14428,121,408785.8,130364.4,278421.4,Profit
15119,15.21,112.23,4601,7504,23,516370.23,104104.21,412266.02,Profit
5331,30.9,94.71,4404,12060,47,417102.84,176974.6,240128.24,Profit
11295,24.05,100.69,4576,7511,75,460757.44,166358.8,294398.64,Profit
2942,28.17,37.47,3503,12250,187,131257.41,207371.51,-76114.1,Loss
17575,12.68,29.59,2566,5362,185,75927.94,147973.88,-72045.94,Loss
14404,34.83,108.42,2014,5850,93,218357.88,136901.62,81456.26,Profit
1861,43.36,87.07,696,13182,127,60600.72,108721.56,-48120.84,Loss
10275,16.61,61.76,4592,13035,56,283601.92,127583.12,156018.8,Profit
18033,27.12,58.67,2880,12203,155,168969.6,185841.6,-16872,Loss
5134,48.9,110.03,244,10111,73,26847.32,63676.6,-36829.28,Loss
12803,20,39.33,1195,15596,163,46999.35,133799,-86799.65,Loss
16408,31.78,94.84,2559,14606,183,242695.56,203839.02,38856.54,Profit
18420,9.06,27.27,4341,855,137,118379.07,127104.46,-8725.39,Loss
17351,32.27,39.59,2133,8932,18,84445.47,104114.91,-19669.44,Loss
5131,9.03,42.74,4790,16200,44,204724.6,86584.7,118139.9,Profit
19532,48.17,72.05,3402,14350,149,245114.1,272256.34,-27142.24,Loss
13057,37.2,126.21,371,17738,56,46823.91,72596.2,-25772.29,Loss
12349,40.47,46.91,2337,12435,176,109628.67,207362.39,-97733.72,Loss
12486,36.68,55.16,3181,7204,100,175463.96,186369.08,-10905.12,Loss
6457,31.54,86.86,4795,15879,1,416493.7,174070.3,242423.4,Profit
7079,25.25,73.88,1752,9752,155,129437.76,138569,-9131.24,Loss
13453,43.63,49.17,2262,9073,45,111222.54,143717.06,-32494.52,Loss
19814,48.06,49.78,880,1632,63,43806.4,95238.8,-51432.4,Loss
19263,27.46,126.28,238,19360,58,30054.64,74158.48,-44103.84,Loss
13158,46.92,113.14,4102,16034,168,464100.28,305657.84,158442.44,Profit
16735,31.25,68.43,141,11530,63,9648.63,64171.25,-54522.62,Loss
16830,29.23,76.8,3927,2579,38,301593.6,153195.21,148398.39,Profit
16125,25.45,52.84,1961,1444,29,103619.24,81976.45,21642.79,Profit
12905,14.42,49.56,2386,6340,40,118250.16,73651.12,44599.04,Profit
13298,5.17,70.43,1630,7174,147,114800.9,102399.1,12401.8,Profit
3011,15.87,104.27,1458,11221,88,152025.66,81370.46,70655.2,Profit
4373,27.94,47.17,224,12993,56,10566.08,51624.56,-41058.48,Loss
11335,22.1,106.3,523,12010,44,55594.9,56903.3,-1308.4,Loss
11692,25.18,38.21,3482,1334,193,133047.22,197202.76,-64155.54,Loss
15527,49.13,71.41,319,4684,100,22779.79,85883.47,-63103.68,Loss
13773,20.76,25.44,2094,7678,141,53271.36,135422.44,-82151.08,Loss
2289,25.35,40.29,3245,5668,158,130741.05,169217.75,-38476.7,Loss
2447,11.01,102.82,743,5491,49,76395.26,40618.43,35776.83,Profit
15139,7.16,53.64,4521,8646,115,242506.44,113655.36,128851.08,Profit
14757,39.89,48.58,1465,14384,75,71169.7,125079.85,-53910.15,Loss
6462,30.68,126.69,2133,5790,191,270229.77,173192.44,97037.33,Profit
8657,39.23,127.25,1285,15344,199,163516.25,173911.55,-10395.3,Loss
5920,11.74,87.45,4017,18936,163,351286.65,153515.58,197771.07,Profit
11345,30.73,124.14,2021,8651,139,250886.94,151601.33,99285.61,Profit
9417,16.41,39.2,183,528,49,7173.6,37448.03,-30274.43,Loss
18160,15.26,99.06,2962,18744,107,293415.72,135604.12,157811.6,Profit
6208,5.52,74.83,4835,8434,111,361803.05,96831.2,264971.85,Profit
1687,10.87,97.98,890,3072,115,87202.2,71933.3,15268.9,Profit
17913,18.92,98.81,1511,15781,168,149301.91,146282.12,3019.79,Profit
14223,10.26,45.56,4984,8551,21,227071.04,84409.84,142661.2,Profit
9080,49.36,127.03,3522,2627,47,447399.66,209052.92,238346.74,Profit
19537,18.89,45.87,4893,10583,3,224441.91,124048.77,100393.14,Profit
10486,10.86,44.39,2925,19591,158,129840.75,140842.5,-11001.75,Loss
7094,13.96,25.64,2559,10433,127,65612.76,116750.64,-51137.88,Loss
8692,31.45,125.02,1015,16377,67,126895.3,90490.75,36404.55,Profit
12088,7.88,37.69,2088,2313,62,78696.72,61854.44,16842.28,Profit
4103,43.81,96.35,4290,13019,165,413341.5,287566.9,125774.6,Profit
3440,48.27,88.01,1900,8316,150,167219,178469,-11250,Loss
8124,16.1,112.13,784,8851,31,87909.92,45097.4,42812.52,Profit
18228,25.25,59.42,2503,16148,46,148728.26,120576.75,28151.51,Profit
15031,6,84.08,3066,11734,45,257789.28,67661,190128.28,Profit
15536,33.83,119.52,3052,8996,14,364775.04,134781.16,229993.88,Profit
1446,23.63,67.76,2365,12633,121,160252.4,130463.95,29788.45,Profit
4915,17.15,55.59,4053,9091,140,225306.27,153514.95,71791.32,Profit
16787,14.31,89.34,2363,12212,119,211110.42,122313.53,88796.89,Profit
18618,34.43,125.81,4673,6749,191,587910.13,281758.39,306151.74,Profit
7587,23.73,99.47,3213,15941,77,319597.11,138272.49,181324.62,Profit
1226,13.08,36.57,3369,6985,88,123204.33,96277.52,26926.81,Profit
12151,36.01,124.95,3511,9677,166,438699.45,231259.11,207440.34,Profit
6558,30.43,69.8,479,2305,117,33434.2,81938.97,-48504.77,Loss
12971,43.64,101.69,3038,2596,175,308934.22,235645.32,73288.9,Profit
1186,10.29,93.6,3846,12993,124,359985.6,115754.34,244231.26,Profit
15680,40.35,60,1646,5837,54,98760,114933.1,-16173.1,Loss
15559,35.31,113.98,3412,16535,183,388899.76,244071.72,144828.04,Profit
12069,10.18,70.2,2400,18343,48,168480,78844,89636,Profit
3535,36.27,125.71,1829,10037,101,229923.59,130409.83,99513.76,Profit
2932,24.87,42.9,4038,8922,15,173230.2,119779.06,53451.14,Profit
3032,47.52,90.17,2498,4282,199,225244.66,225518.96,-274.3,Loss
2252,11.37,94.82,2920,14298,113,276874.4,106250.4,170624,Profit
6509,33.93,36.83,2960,9574,16,109016.8,124515.8,-15499,Loss
6074,22.19,34.3,4663,6919,171,159940.9,201964.97,-42024.07,Loss
14900,48.06,147.13,4310,9124,135,634130.3,298662.6,335467.7,Profit
15523,19.85,48.61,2122,8389,43,103150.42,87533.7,15616.72,Profit
2881,48.3,145.88,3857,10955,28,562659.16,214129.1,348530.06,Profit
1269,45.57,64.64,4274,14932,66,276271.36,243967.18,32304.18,Profit
2630,17.17,53.92,2914,11694,98,157122.88,113357.38,43765.5,Profit
18958,41.16,116.69,3668,18701,60,428018.92,218633.88,209385.04,Profit
14383,49.8,115.92,1067,8070,128,123686.64,139589.6,-15902.96,Loss
17152,16.37,74.9,4740,1117,131,355026,161362.8,193663.2,Profit
12084,24.65,78.11,1382,13184,129,107948.02,123834.3,-15886.28,Loss
2695,28.41,112.91,2533,9009,159,286001.03,163166.53,122834.5,Profit
15821,18.27,42.53,231,15217,56,9824.43,63258.37,-53433.94,Loss
4262,5.69,50.49,4889,6785,84,246845.61,80865.41,165980.2,Profit
2445,14.91,31.3,1888,956,174,59094.4,118551.08,-59456.68,Loss
17436,17.69,77.69,2501,1000,32,194302.69,78678.69,115624,Profit
10949,24.96,50.76,2002,19199,81,101621.52,120617.92,-18996.4,Loss
19050,12.7,46.75,4750,4374,18,222062.5,92749,129313.5,Profit
7901,44.3,91.95,312,5473,196,28688.4,125195.6,-96507.2,Loss
1719,36.72,40.37,710,5274,35,28662.7,50564.2,-21901.5,Loss
9597,8.83,18.93,1365,16019,104,25839.45,89668.95,-63829.5,Loss
7855,34.25,103.16,2969,14849,100,306282.04,174392.25,131889.79,Profit
19678,34.41,77.88,4967,17887,23,386829.96,219979.47,166850.49,Profit
9263,48.03,134.64,2244,17950,141,302132.16,205492.32,96639.84,Profit
15520,5.14,74.91,2122,14122,142,158959.02,111549.08,47409.94,Profit
12874,16.16,17.96,2069,5216,165,37159.24,134025.04,-96865.8,Loss
15079,46.75,108.8,2790,10320,5,303552,158331.5,145220.5,Profit
18082,46.95,57.23,865,16587,150,49503.95,150280.75,-100776.8,Loss
8243,37.43,115.74,4827,13802,28,558676.98,216719.61,341957.37,Profit
10018,39.46,138.62,3468,3734,132,480734.16,216599.28,264134.88,Profit
17732,9.12,62.71,4147,6994,50,260058.37,87546.64,172511.73,Profit
13100,28.12,96.72,3767,14739,102,364344.24,184767.04,179577.2,Profit
17691,15.42,39.91,4784,4998,29,190929.44,110958.28,79971.16,Profit
5820,13.15,57.47,3679,11930,37,211432.13,84628.85,126803.28,Profit
12001,41.46,127.21,2803,5767,163,356569.63,215480.38,141089.25,Profit
14907,11.08,28.65,3417,13046,148,97897.05,139813.36,-41916.31,Loss
12669,26.09,53.38,4735,4169,163,252754.3,221874.15,30880.15,Profit
16916,47.24,92.34,251,10157,130,23177.34,103930.24,-80752.9,Loss
11878,13.36,84.87,1054,2461,116,89452.98,86420.44,3032.54,Profit
3985,49.01,87.22,1362,14440,58,118793.64,114176.62,4617.02,Profit
9112,49.74,142.59,2075,17759,146,295874.25,203081.5,92792.75,Profit
9467,30,40.35,3183,12593,106,128434.05,170550,-42115.95,Loss
19931,12.66,50.37,3623,9234,56,182490.51,103032.18,79458.33,Profit
1336,19.22,90.41,4271,4016,122,386141.11,148440.62,237700.49,Profit
11165,24.1,47.47,3721,15532,192,176635.87,212373.1,-35737.23,Loss
13768,18.92,84.9,4991,7733,103,423735.9,167430.72,256305.18,Profit
4968,17.63,34.89,1846,13670,123,64406.94,112682.98,-48276.04,Loss
1910,48.75,55.29,4324,6447,180,239073.96,309152,-70078.04,Loss
19380,11.9,24.88,1654,17458,22,41151.52,67520.6,-26369.08,Loss
16632,38,131.07,1952,18342,60,255848.64,139150,116698.64,Profit
17279,5.02,60.64,4049,7895,138,245531.36,114499.98,131031.38,Profit
4129,31.83,111.67,4638,3672,84,517925.46,197428.54,320496.92,Profit
6447,46.22,80.15,3554,19354,128,284853.1,254066.88,30786.22,Profit
7129,17.96,77.63,2669,3927,80,207194.47,98991.24,108203.23,Profit
6850,13.35,63.35,2399,8298,134,151976.65,114174.65,37802,Profit
8446,34.33,128.96,4414,8236,81,569229.44,208714.62,360514.82,Profit
12949,37.07,112.08,4769,15990,6,534509.52,208725.83,325783.69,Profit
9519,35.96,109.28,2722,11207,86,297460.16,161609.12,135851.04,Profit
1314,19.37,24.96,868,12243,82,21665.28,71370.16,-49704.88,Loss
12737,16.35,71.77,2727,4706,156,195716.79,140029.45,55687.34,Profit
2134,48.02,95.25,597,19084,42,56864.25,70885.94,-14021.69,Loss
11938,46.55,139.41,4482,19848,74,624835.62,277423.1,347412.52,Profit
16588,25.58,52.06,408,3813,41,21240.48,51337.64,-30097.16,Loss
9347,43.08,70.79,3411,15555,63,241464.69,203347.88,38116.81,Profit
6592,25.35,67.07,1974,19811,22,132396.18,87443.9,44952.28,Profit
19108,24.1,49.19,4961,9373,79,244031.59,187541.1,56490.49,Profit
18270,12.05,25.84,4505,4958,157,116409.2,156013.25,-39604.05,Loss
11997,24.19,110.07,4492,18532,71,494434.44,174690.48,319743.96,Profit
1721,29.18,85.45,4697,9850,114,401358.65,205629.46,195729.19,Profit
10104,6.01,92.28,2751,8684,34,253862.28,52321.51,201540.77,Profit
1870,24.99,108.27,1980,16365,96,214374.6,115715.2,98659.4,Profit
7751,40.16,69.08,471,2841,130,32536.68,94507.36,-61970.68,Loss
17881,35.6,90.83,385,18402,154,34969.55,126989,-92019.45,Loss
2756,33.58,42.82,1576,2338,109,67484.32,112516.08,-45031.76,Loss
2117,45.93,137.54,106,17754,75,14579.24,62239.58,-47660.34,Loss
12601,5.81,46.83,4000,6038,19,187320,51379,135941,Profit
3828,30.07,70.04,3197,11969,125,223917.88,174430.79,49487.09,Profit
15996,40.43,71.4,3587,10033,20,256111.8,181051.41,75060.39,Profit
19031,29.36,75.97,771,5977,161,58572.87,128144.56,-69571.69,Loss
14878,19.58,45.5,4127,9863,116,187778.5,163547.66,24230.84,Profit
7992,11.13,49.24,435,12764,94,21419.4,72597.55,-51178.15,Loss
14778,44.94,125.13,2867,14036,82,358747.71,198656.98,160090.73,Profit
7771,26.18,109.77,2937,18012,96,322394.49,150673.66,171720.83,Profit
17526,44.52,75.63,2769,12319,104,209419.47,205120.88,4298.59,Profit
4435,31.36,78.79,309,12691,4,24346.11,28816.24,-4470.13,Loss
7622,35.34,122.85,4538,6999,160,557493.3,254993.92,302499.38,Profit
13852,41.19,47.4,649,12579,147,30762.6,126663.31,-95900.71,Loss
15806,34.66,123.69,3305,18168,131,408795.45,214025.3,194770.15,Profit
11623,22.91,45.61,1089,9262,92,49669.29,91833.99,-42164.7,Loss
2848,28.11,96.29,4098,19748,61,394596.42,168290.78,226305.64,Profit
3696,41.14,99.81,805,6545,38,80347.05,62358.7,17988.35,Profit
2717,21.81,77.55,3627,12676,118,281273.85,153497.87,127775.98,Profit
10259,22.47,108.55,3207,11833,134,348119.85,161153.29,186966.56,Profit
3786,9.31,20.37,2808,18861,56,57198.96,76789.48,-19590.52,Loss
15154,46.16,81.52,526,9138,168,42879.52,132572.16,-89692.64,Loss
14409,9.1,63.39,1649,13570,121,104530.11,103484.9,1045.21,Profit
4791,34.17,115.49,2409,5539,81,278215.41,133145.53,145069.88,Profit
4871,23.59,46.02,1311,15765,106,60332.22,104562.49,-44230.27,Loss
2806,23.25,103.74,1632,3473,120,169303.68,104223,65080.68,Profit
18888,35.58,76.14,2888,5126,69,219892.32,161269.04,58623.28,Profit
14304,8.02,27.72,4875,17002,83,135135,111903.5,23231.5,Profit
19074,31.72,107.86,3620,8499,42,390453.2,163399.4,227053.8,Profit
16549,39.74,49.74,1548,2792,99,76997.52,130358.52,-53361,Loss
4303,42.27,94.23,798,18988,130,75195.54,122022.46,-46826.92,Loss
17061,12.67,19.99,4861,17951,28,97171.39,110600.87,-13429.48,Loss
16198,45.38,81.67,2436,15359,117,198948.12,200602.68,-1654.56,Loss
18888,34.53,95.04,580,17307,145,55123.2,128722.4,-73599.2,Loss
11655,44.68,100.74,4837,4319,70,487279.38,267091.16,220188.22,Profit
9924,26.84,67.9,2259,13182,107,153386.1,137237.56,16148.54,Profit
10940,29.39,72.87,4113,15285,123,299714.31,208606.07,91108.24,Profit
4924,46.36,69.81,3918,1780,69,273515.58,222842.48,50673.1,Profit
10783,45.5,91.63,1158,13741,39,106107.54,96713,9394.54,Profit
5485,25.17,120.54,539,10511,135,64971.06,97062.63,-32091.57,Loss
13629,17.35,102.54,54,14647,160,5537.16,109212.9,-103675.74,Loss
14233,22.69,38.07,125,17646,4,4758.75,36715.25,-31956.5,Loss
13901,22.45,26.4,2778,2129,149,73339.2,152896.1,-79556.9,Loss
1191,17.91,111.33,522,5999,160,58114.26,96539.02,-38424.76,Loss
5917,17.09,70.24,3259,9134,82,228912.16,111747.31,117164.85,Profit
6831,43.75,98,1431,3514,97,140238,121451.25,18786.75,Profit
11160,8.14,86.43,887,11273,142,76663.41,100653.18,-23989.77,Loss
14682,35.49,67.64,652,18381,70,44101.28,91202.48,-47101.2,Loss
13391,12.78,61.49,1236,8780,46,76001.64,60967.08,15034.56,Profit
2874,20.5,117.4,1531,9153,148,179739.4,117412.5,62326.9,Profit
10062,7.77,75.31,3322,12320,186,250179.82,141193.94,108985.88,Profit
5763,17.15,33.37,281,8137,99,9376.97,68219.15,-58842.18,Loss
11234,39.58,53.77,377,13890,80,20271.29,80045.66,-59774.37,Loss
10221,44.83,66.05,999,19867,48,65983.95,98873.17,-32889.22,Loss
12410,14.97,91.87,1936,16655,7,177860.32,61546.92,116313.4,Profit
15519,25.86,56.1,4145,3560,40,232534.5,146268.7,86265.8,Profit
2051,26.16,29.28,2347,14197,59,68720.16,107145.52,-38425.36,Loss
13225,44.31,138.78,1357,15813,36,188324.46,107166.67,81157.79,Profit
10765,39.33,57.13,247,8010,172,14111.11,114489.51,-100378.4,Loss
12382,28.09,30.04,4561,3450,108,137012.44,197950.49,-60938.05,Loss
13580,35.18,59.66,2829,14887,31,168778.14,143491.22,25286.92,Profit
12989,43.13,67.4,3386,6563,170,228216.4,250590.18,-22373.78,Loss
12939,5.43,48.21,1388,14705,44,66915.48,57180.84,9734.64,Profit
19489,23.13,115.25,1741,12422,171,200650.25,157680.33,42969.92,Profit
1307,45.83,133.87,265,8161,43,35475.55,43112.95,-7637.4,Loss
4359,38.31,84.54,1699,3921,175,143633.46,160868.69,-17235.23,Loss
4176,29.43,71.11,2912,2490,134,207072.32,159366.16,47706.16,Profit
2251,28.83,84.78,659,13557,93,55870.02,81306.97,-25436.95,Loss
6366,20.65,45.75,2608,1982,194,119316,159203.2,-39887.2,Loss
18901,28.42,34.59,967,3045,86,33448.53,92428.14,-58979.61,Loss
7226,34.49,128.47,4302,4720,9,552677.94,164821.98,387855.96,Profit
15330,23.83,43.31,211,12991,11,9138.41,38849.13,-29710.72,Loss
5891,37.14,57.78,4187,1142,80,241924.86,202538.18,39386.68,Profit
5992,43.76,91.53,2861,13832,109,261867.33,199521.36,62345.97,Profit
2961,11.96,61.63,3471,2086,118,213917.73,105560.16,108357.57,Profit
13497,25.32,28.14,4265,19293,18,120017.1,149779.8,-29762.7,Loss
11848,23.36,39.01,1148,7004,153,44783.48,122169.28,-77385.8,Loss
14255,35.94,74.38,2771,16938,97,206106.98,179282.74,26824.24,Profit
5567,16.24,84.93,2758,15127,186,234236.94,158483.92,75753.02,Profit
17079,33.81,57.42,172,17725,30,9876.24,55619.32,-45743.08,Loss
7513,44.49,87.37,2750,7428,115,240267.5,194788.5,45479,Profit
16235,23.82,80,3303,5087,1,264240,100499.46,163740.54,Profit
12755,46,134.97,3111,19790,191,419891.67,271151,148740.67,Profit
12151,49.69,82.97,4011,10686,97,332792.67,270643.59,62149.08,Profit
17567,9.77,23.99,838,10624,113,20103.62,92878.26,-72774.64,Loss
4358,15.49,64.93,306,5556,79,19868.58,54153.94,-34285.36,Loss
10590,47.77,122.7,4075,6482,29,500002.5,226234.75,273767.75,Profit
11988,48.12,60,3704,2772,66,222240,225996.48,-3756.48,Loss
8678,9.4,52.44,3301,6641,181,173104.44,136848.4,36256.04,Profit
6698,5.67,8.43,3639,9661,105,30676.77,89492.13,-58815.36,Loss
2273,12.25,16.57,4825,1571,19,79950.25,72450.25,7500,Profit
12241,49.82,98.63,657,17620,66,64799.91,95592.74,-30792.83,Loss
18480,13.1,43.62,4476,6876,112,195243.12,139991.6,55251.52,Profit
10497,27.61,112.28,3977,4130,180,446537.56,214431.97,232105.59,Profit
10107,43.18,103.79,2202,727,159,228545.58,185416.36,43129.22,Profit
12273,5.92,51.86,596,15842,60,30908.56,61643.32,-30734.76,Loss
9002,32.2,73.59,4938,7165,117,363387.42,233670.6,129716.82,Profit
5247,17.47,67.7,1954,14508,68,132285.8,87891.38,44394.42,Profit
10220,43.81,48.81,1732,8493,93,84538.92,141091.92,-56553,Loss
11703,17.76,107.15,538,15175,158,57646.7,115432.88,-57786.18,Loss
16472,35.9,135.73,1872,2119,141,254086.56,156295.8,97790.76,Profit
17654,35.34,54.31,3171,13385,143,172217.01,214602.14,-42385.13,Loss
18570,14.97,27.89,3824,2704,148,106651.36,152519.28,-45867.92,Loss
13392,6.57,21.78,3122,19587,162,67997.16,134490.54,-66493.38,Loss
12956,23.42,89.86,3502,8242,148,314689.72,177214.84,137474.88,Profit
16641,18.01,84.49,699,12194,50,59058.51,66423.99,-7365.48,Loss
14998,41.4,126.34,697,12318,89,88058.98,100671.8,-12612.82,Loss
7305,41.02,116.45,430,8074,155,50073.5,110517.6,-60444.1,Loss
19782,25.57,71.09,2116,9873,158,150426.44,162761.12,-12334.68,Loss
13721,32.29,93.96,1913,11948,184,179745.48,179439.77,305.71,Profit
7995,32.19,101.33,2340,17681,193,237112.2,197500.6,39611.6,Profit
13427,42.22,93.98,4274,19883,99,401670.52,263258.28,138412.24,Profit
14782,24.13,72.22,1249,3264,183,90202.78,139684.37,-49481.59,Loss
3230,17.4,82.26,4554,11101,113,374612.04,150070.6,224541.44,Profit
7511,16.93,73.12,4937,11967,107,360993.44,156561.41,204432.03,Profit
17512,29.13,93.88,3040,8699,24,285395.2,126766.2,158629,Profit
10461,25.21,86.88,1157,10911,25,100520.16,63039.97,37480.19,Profit
5765,24.81,97.01,3497,6739,181,339243.97,189764.57,149479.4,Profit
14272,9.1,73.74,271,15443,11,19983.54,37681.1,-17697.56,Loss
